index,word,mean,weight,last_attempt_date,t,s,forget_times,probability
2448,tantalize,激起，挑逗，引诱：excite,0,04/12/2020,0,0,0,0
2449,tantamount,等价的，与...相等的：equivalent,0,04/12/2020,0,0,0,0
2450,tantrum,勃然大怒，发脾气：bad temper,0,04/12/2020,0,0,0,0
2451,taper,"（使）逐渐变细：become narrower, thinner；逐渐减少，减弱：diminish gradually",0,04/12/2020,0,0,0,0
2452,tardy,缓慢的，迟缓的：slowly；延后的，迟的：delayed,0,04/12/2020,0,0,0,0
2453,tarnish,玷污：morally bad,0,04/12/2020,0,0,0,0
2454,tasty,美味的；令人愉悦的：pleasure or contentment,0,04/12/2020,0,0,0,0
2455,tatty,破旧的，褴褛的：shabby,0,04/12/2020,0,0,0,0
2456,taunt,"嘲弄性质疑，挑衅：challenge, jeer at",0,04/12/2020,0,0,0,0
2457,taut,"紧绷的：not loose；整洁的：proper order, trim shape",0,04/12/2020,0,0,0,0
2458,tawdry,俗丽的，花哨而庸俗的：gaudy,0,04/12/2020,0,0,0,0
2459,taxing,"繁重的，费力的：requiring much time, effort",0,04/12/2020,0,0,0,0
2460,tedious,"冗长乏味的：tiresome, dullness, boring",0,04/12/2020,0,0,0,0
2461,teeter,蹒跚，不稳定地行走：unsteadily；犹豫不决：uncertainty,0,04/12/2020,0,0,0,0
2462,telling,禁酒：abstinence alcoholic,0,04/12/2020,0,0,0,0
2463,temerity,有效的，显著的：effective,0,04/12/2020,0,0,0,0
2464,temporize,"鲁莽，冒失：foolhardy, recklessness；行动躲躲闪闪以争取时间、躲避争论等：act evasively",0,04/12/2020,0,0,0,0
2465,temperate,（言行举止）有分寸的：avoiding extremes；有节制的：restraint,0,04/12/2020,0,0,0,0
2466,tempestuous,突然的，剧烈的：sudden or violent,0,04/12/2020,0,0,0,0
2467,tenable,"有据可依的，无懈可击的：capable defended, reasonable",0,04/12/2020,0,0,0,0
2468,tenacious,顽固的，不屈不挠的：persistent；粘着的：adhere to,0,04/12/2020,0,0,0,0
2469,tendentious,有偏见的：biased,0,04/12/2020,0,0,0,0
2470,tender,正式提出：offer；考虑周到的，关心同情的：sympathy consideration,0,04/12/2020,0,0,0,0
2471,tenuous,没有实际内容的，空洞的：little substance,0,04/12/2020,0,0,0,0
2472,tepid,不太热心的：little or no interest,0,04/12/2020,0,0,0,0
2473,terminology,专业术语：special terms or expressions,0,04/12/2020,0,0,0,0
2474,terminus,终点，终点站：end,0,04/12/2020,0,0,0,0
2475,terror,极度恐惧：intense fear,0,04/12/2020,0,0,0,0
2476,terse,简洁的，简明的：brief,0,04/12/2020,0,0,0,0
2477,testimony,证词，声明：authentication,0,04/12/2020,0,0,0,0
2478,testy,"易怒的，暴躁的：easily annoyed, irritable",0,04/12/2020,0,0,0,0
2479,tether,"（用绳、铁链）拴系、束缚：fasten, restrain；能力或忍耐力的极限：limit",0,04/12/2020,0,0,0,0
2480,theatrical,做作的，夸张的，矫揉造作的：exaggerated unnatural,0,04/12/2020,0,0,0,0
2481,therapeutic,治疗的，有疗效的：treatment disease,0,04/12/2020,0,0,0,0
2482,thorny,多刺的：full of thorns；棘手的：difficulties,0,04/12/2020,0,0,0,0
2483,threadbare,陈腐的：hackneyed；贫穷的：lacking possessions；破烂的：worn or torn,0,04/12/2020,0,0,0,0
2484,throng,大量聚集：crowd in great numbers,0,04/12/2020,0,0,0,0
2485,thwart,阻挠：oppose,0,04/12/2020,0,0,0,0
2486,ticklish,易怒的：easily offended；棘手的，对技巧要求高的：exceptional skill or caution,0,04/12/2020,0,0,0,0
2487,tiff,小争吵：petty quarrel,0,04/12/2020,0,0,0,0
2488,tightfisted,吝啬的：stingy,0,04/12/2020,0,0,0,0
2489,timeworn,陈腐的：hackneyed,0,04/12/2020,0,0,0,0
2490,timid,"胆小的，不自信的lacking courage, self-confidence",0,04/12/2020,0,0,0,0
2491,timorous,胆小的：fearful,0,04/12/2020,0,0,0,0
2492,tinge,"给...着上少量的色彩：color, tint",0,04/12/2020,0,0,0,0
2493,tinker,乱修，乱调整：thoughtlessly,0,04/12/2020,0,0,0,0
2494,tint,涂浅色，微染：slight coloration to,0,04/12/2020,0,0,0,0
2495,tirade,长篇抨击性演讲：angry censorious or denunciatory,0,04/12/2020,0,0,0,0
2496,toady,"马屁精；拍马屁：flatters, gaining favors",0,04/12/2020,0,0,0,0
2497,tonic,"滋补的，有益健康的：stimulating vigor, beneficial",0,04/12/2020,0,0,0,0
2498,topsy-turvy,混乱的：lacking in order,0,04/12/2020,0,0,0,0
2499,torpid,麻木的，没有知觉的：sensation；迟钝的，行动迟缓的：slow,0,04/12/2020,0,0,0,0
2500,torpor,缺乏兴趣：lack of interest；（肉体或精神上的）迟钝，懒散：inertness,0,04/12/2020,0,0,0,0
2501,torrential,急流的：rapidstreams,0,04/12/2020,0,0,0,0
2502,torrid,酷热的：intensely hot；热情的，情感深厚的：great depth of feeling,0,04/12/2020,0,0,0,0
2503,tortuous,转弯抹角的：indirect,0,04/12/2020,0,0,0,0
2504,tout,极力赞扬：praise,0,04/12/2020,0,0,0,0
2505,toy,草率或不认真地对待：handle thoughtlessly,0,04/12/2020,0,0,0,0
2506,tractable,易驾驭的，温顺的：giving in,0,04/12/2020,0,0,0,0
2507,tranquility,宁静，淡定：freedom from storm,0,04/12/2020,0,0,0,0
2508,transcend,超越，超过极限：beyond the limits,0,04/12/2020,0,0,0,0
2509,transfigure,"使改变外观：alter appearance, transform",0,04/12/2020,0,0,0,0
2510,transgress,"违背，犯错：fail to keep, commit an offense",0,04/12/2020,0,0,0,0
2511,transient, 短暂的，瞬时的：transitory,0,04/12/2020,0,0,0,0
2512,transitory,短暂的：lasting only a short time ,0,04/12/2020,0,0,0,0
2513,translucent,"透明的：permitting passage light, transparent",0,04/12/2020,0,0,0,0
2514,transparent,透明的：capable of transmitting light；没有歧义的，清晰易懂的：not subject to misinterpretation,0,04/12/2020,0,0,0,0
2515,travail,辛苦劳动：arduous,0,04/12/2020,0,0,0,0
2516,traverse,横穿：pass across,0,04/12/2020,0,0,0,0
2517,travesty,拙劣的，嘲弄性模仿：exaggerated imitation,0,04/12/2020,0,0,0,0
2518,treacherous,背叛的：betrayal,0,04/12/2020,0,0,0,0
2519,trenchant,锐利的：sharp；（言辞）一针见血的：articulate,0,04/12/2020,0,0,0,0
2520,trepidation,恐惧，战栗：apprehension,0,04/12/2020,0,0,0,0
2521,trespass,非法入侵；违反；冒犯：enter unlawfully offense,0,04/12/2020,0,0,0,0
2522,tribute,称颂，颂词：declaration gratitude,0,04/12/2020,0,0,0,0
2523,trickle,一滴一滴地流，缓缓地流：fall in drops,0,04/12/2020,0,0,0,0
2524,trite,陈腐的，陈词滥调的：hackneyed,0,04/12/2020,0,0,0,0
2525,trivial,琐碎的，无足轻重的：little importance,0,04/12/2020,0,0,0,0
2526,truant,"逃避责任（的）；逃避责任者：shirking responsibility, shirks duty",0,04/12/2020,0,0,0,0
2527,truce,休战，休战协定：suspension fighting ,0,04/12/2020,0,0,0,0
2528,truculent,尖酸刻薄的：harsh insulting；好战的，好斗的：eagerness to fight,0,04/12/2020,0,0,0,0
2529,trudge,吃力而笨拙地走：heavily or clumsily,0,04/12/2020,0,0,0,0
2530,trumpet,大声说出或宣告：make known,0,04/12/2020,0,0,0,0
2531,truncate,截短，缩短（时间、篇幅等）：shorten,0,04/12/2020,0,0,0,0
2532,truss,系紧，扎紧：into a tight mass,0,04/12/2020,0,0,0,0
2533,tumult,"骚乱，暴动：disorderly, disturbance",0,04/12/2020,0,0,0,0
2534,turbid,混浊的：deficient in clarity,0,04/12/2020,0,0,0,0
2535,turbulent,动荡的：disturbance；湍急的，汹涌的：turmoil,0,04/12/2020,0,0,0,0
2536,turgid,浮夸的，过分装饰的：embellished,0,04/12/2020,0,0,0,0
2537,turmoil,"骚动，混乱：agitation, commotion",0,04/12/2020,0,0,0,0
2538,turncoat,"叛徒：switches, traitor",0,04/12/2020,0,0,0,0
2539,turpitude,卑鄙：baseness,0,04/12/2020,0,0,0,0
2540,twig   ,了解：have a clear idea ,0,04/12/2020,0,0,0,0
2541,typo,打字错误：error,0,04/12/2020,0,0,0,0
2542,tyro,"新手，业余爱好者：beginner, novice",0,04/12/2020,0,0,0,0
2543,ubiquitous,"无所不在的，普通的：everywhere, often observed",0,04/12/2020,0,0,0,0
2544,unassailable,无可争辩的，无法否认的，不可亵渎的：not to be violated,0,04/12/2020,0,0,0,0
2545,uncanny,离奇的，奇异的：extraordinary or abnormal,0,04/12/2020,0,0,0,0
2546,uncouth,粗俗的，没有品位的：lacking in refinement,0,04/12/2020,0,0,0,0
2547,unctuous,"油嘴滑舌的，谄媚的：flattering；夸张的，做作的：affected, exaggerated",0,04/12/2020,0,0,0,0
2548,underdog,受害者，输家： loser/victim,0,04/12/2020,0,0,0,0
2549,undergird,加强，巩固...的底部：strengthen,0,04/12/2020,0,0,0,0
2550,undermine,"削弱，破坏：weaken, injure, impair",0,04/12/2020,0,0,0,0
2551,underscore,强调：to emphasize,0,04/12/2020,0,0,0,0
2552,understate,保守陈述：restraint,0,04/12/2020,0,0,0,0
2553,understudy,替补演员：take another's duties,0,04/12/2020,0,0,0,0
2554,unexceptionable,无懈可击的：beyond reproach,0,04/12/2020,0,0,0,0
2555,unflappable,镇定的，从容不迫的：not easily upset,0,04/12/2020,0,0,0,0
2556,ungainly,笨拙的，不雅的：inability in a graceful manner,0,04/12/2020,0,0,0,0
2557,unimpeachable,无可置疑的：unquestionable,0,04/12/2020,0,0,0,0
2558,unkempt,凌乱的，无序的：lacking in order,0,04/12/2020,0,0,0,0
2559,unlettered,"未受教育的，文盲的：deficient in the knowledge, illiterate",0,04/12/2020,0,0,0,0
2560,unpretentious,低调的，谦逊的：modest；坦诚的，自然的：free from deceive,0,04/12/2020,0,0,0,0
2561,unproductive,徒然的，无效的：not productive,0,04/12/2020,0,0,0,0
2562,unrequited,无报答的，无报酬的：not reciprocated,0,04/12/2020,0,0,0,0
2563,unruly,难驾驭的，不守规矩的：difficult to discipline,0,04/12/2020,0,0,0,0
2564,untenable,防守不住的，站不住脚的：defended,0,04/12/2020,0,0,0,0
2565,untold,数不清的，无数的：numerous,0,04/12/2020,0,0,0,0
2566,untoward,"倒霉的，不吉利的：not favorable, unpropitious；难以驯服的，难以驾驭的：resisting control or discipline",0,04/12/2020,0,0,0,0
2567,unwitting,"不知道的，未觉察的：unware；偶然的，并非有意的：by chance, not intended",0,04/12/2020,0,0,0,0
2568,unwonted,"不习惯的，不寻常的：not habitual, ordinary, unusual",0,04/12/2020,0,0,0,0
2569,upbraid,（严厉地）谴责，责骂：reproach severely,0,04/12/2020,0,0,0,0
2570,uphold,支持，赞成：support,0,04/12/2020,0,0,0,0
2571,urbane,彬彬有礼的，文雅的：polite,0,04/12/2020,0,0,0,0
2572,usurp,篡夺，篡位：seize power without legal authority,0,04/12/2020,0,0,0,0
2573,utter,出（声），说（话）：articulate；完全的，绝对的：entire,0,04/12/2020,0,0,0,0
2574,vaccinate,预防接种疫苗：produce immunity,0,04/12/2020,0,0,0,0
2575,vacillate,犹豫不决：hesitate；摇动，摇摆：oscillate,0,04/12/2020,0,0,0,0
2576,vacuous,茫然的，愚蠢的：lack of intelligence,0,04/12/2020,0,0,0,0
2577,vagary,"不可预测的思想或行为：erratic, unpredictable",0,04/12/2020,0,0,0,0
2578,vague,表达不清的：not clearly expressed；轮廓不清晰的：lacking definite shape,0,04/12/2020,0,0,0,0
2579,valediction,告别：bidding farewell；告别词：address farewell,0,04/12/2020,0,0,0,0
2580,valiant,勇敢的，英勇的：bravery,0,04/12/2020,0,0,0,0
2581,valid,逻辑上正确的：correct,0,04/12/2020,0,0,0,0
2582,vanquish,打败，征服：defeat,0,04/12/2020,0,0,0,0
2583,vapid,无趣的，乏味的：lacking interest,0,04/12/2020,0,0,0,0
2584,vaporize,使（液体）蒸发：convert by heat；彻底消灭：destroy,0,04/12/2020,0,0,0,0
2585,variance,不一致，不和谐：lack harmony,0,04/12/2020,0,0,0,0
2586,variegated,杂色的，斑驳的：different colors,0,04/12/2020,0,0,0,0
2587,varnish,上清漆，使有光泽：smooth glossy；粉饰（令人不悦的东西）：conceal unpleasant,0,04/12/2020,0,0,0,0
2588,vault,跳起，跳跃：propel oneself upward；一跃而至：leaping suddenly,0,04/12/2020,0,0,0,0
2589,vaunt,吹嘘：boastfully,0,04/12/2020,0,0,0,0
2590,veer,（使）转向，（使）改变航线：change direction,0,04/12/2020,0,0,0,0
2591,vehement,（情感）强烈的，热情的：great depth of feeling,0,04/12/2020,0,0,0,0
2592,venal,贪污受贿的：open to corrupt,0,04/12/2020,0,0,0,0
2593,vendor,小贩，商贩：sells,0,04/12/2020,0,0,0,0
2594,veneer,"薄木板，用以贴在家具外面的饰面板：thin surface layer, wood；粉饰（不好的东西）：conceal defect",0,04/12/2020,0,0,0,0
2595,venerate,尊敬：regard with respect,0,04/12/2020,0,0,0,0
2596,venial,可宽恕的：easily excused,0,04/12/2020,0,0,0,0
2597,venom,毒液：poisonous matter；恶意，恶毒的用心：desire to cause pain,0,04/12/2020,0,0,0,0
2598,veracious,诚实的，说实话的：telling the truth；精确的，准确的：precise,0,04/12/2020,0,0,0,0
2599,verbatim,逐字地，一字不差地：exact words,0,04/12/2020,0,0,0,0
2600,verbose,冗长的，啰嗦的：more than necessary,0,04/12/2020,0,0,0,0
2601,verdant,（因长满植物而）翠绿的，郁郁葱葱的：green with vegetation,0,04/12/2020,0,0,0,0
2602,verify,校验，证实：determine accuracy,0,04/12/2020,0,0,0,0
2603,verisimilar,貌似真实的：appearing to be true,0,04/12/2020,0,0,0,0
2604,veritable,真正的，确实的：not false,0,04/12/2020,0,0,0,0
2605,vernacular,方言：nonstandard language；非正式的，口头的：suitable for speech,0,04/12/2020,0,0,0,0
2606,versatile,多才多艺的，全能的：different things；易改变的：fluctuating readily,0,04/12/2020,0,0,0,0
2607,verse,使精通，使熟悉：familiarize；诗歌：rhythm lyrical effect,0,04/12/2020,0,0,0,0
2608,vertigo,眩晕：dizzy,0,04/12/2020,0,0,0,0
2609,verve,活力，热情：vitality,0,04/12/2020,0,0,0,0
2610,vessel,管：tube body fluid；船，舰艇：watercraft,0,04/12/2020,0,0,0,0
2611,vestige,微小的痕迹；小痕迹：smallest trace,0,04/12/2020,0,0,0,0
2612,vestigial,退化的，发育不全的：simple structure,0,04/12/2020,0,0,0,0
2613,veteran,"老兵；有丰富经验的人：knowledge through long experience；经验丰富的，资深的：knowledge, experience",0,04/12/2020,0,0,0,0
2614,veto,"否决，禁止：forbid, prohibit",0,04/12/2020,0,0,0,0
2615,vex,使烦恼，使恼怒：bring agitation,0,04/12/2020,0,0,0,0
2616,viable,可行的：being done,0,04/12/2020,0,0,0,0
2617,vicarious,代理的，取代的：substitute for another,0,04/12/2020,0,0,0,0
2618,vicious,凶恶的，恶毒的：desire to inflict；猛烈的：violence or ferocity,0,04/12/2020,0,0,0,0
2619,vicissitude,自然变化，变迁兴衰：natural change ,0,04/12/2020,0,0,0,0
2620,victimize,使受骗：subject to deception,0,04/12/2020,0,0,0,0
2621,vigilant,警醒的，警惕的：alertly watchful,0,04/12/2020,0,0,0,0
2622,vignette,简介，短文：vivid representation,0,04/12/2020,0,0,0,0
2623,vigorous,精力旺盛的：active strength；强健的：withstand hardship,0,04/12/2020,0,0,0,0
2624,vilify,诽谤，辱骂：utter slanderous statements,0,04/12/2020,0,0,0,0
2625,vim,活力，精力：energy,0,04/12/2020,0,0,0,0
2626,vindicate,为...平反，为...辩护，使无罪：free from blame；证明，证实：give evidence,0,04/12/2020,0,0,0,0
2627,vindictive,复仇的，有寻仇倾向的：seek revenge,0,04/12/2020,0,0,0,0
2628,virtuoso,艺术鉴赏家，专家：masterly skill；经验丰富的，技艺精湛的：exceptional knowledge,0,04/12/2020,0,0,0,0
2629,virtuous,品德高尚的，正直的：showing moral excellence,0,04/12/2020,0,0,0,0
2630,virulent,有毒的：poisonous；凶残的：destructive course,0,04/12/2020,0,0,0,0
2631,viscid,有粘性的：glutinous,0,04/12/2020,0,0,0,0
2632,viscous,粘稠的，粘的：viscid,0,04/12/2020,0,0,0,0
2633,visionary,空想的，不切实际的：guided by ideals；幻觉的：in the imagination；有远见的：foresight,0,04/12/2020,0,0,0,0
2634,vitality,活力，生命力：vigor,0,04/12/2020,0,0,0,0
2635,vitiate,削弱，损害：reduce the value；（在道德、审美上）降低，堕落：debase in moral,0,04/12/2020,0,0,0,0
2636,vitriolic,（言辞）刻薄的：scathing ,0,04/12/2020,0,0,0,0
2637,vituperate,谩骂，责骂：abuse or censure,0,04/12/2020,0,0,0,0
2638,vivacious,活泼的，快活的：lively,0,04/12/2020,0,0,0,0
2639,vociferous,喧哗的，大叫大嚷的：vehement outcry,0,04/12/2020,0,0,0,0
2640,volatile,多变的：rapid change,0,04/12/2020,0,0,0,0
2641,volition,意志，自愿选择的行为：making one's own choices,0,04/12/2020,0,0,0,0
2642,voluble,健谈的，多话的：ready speech,0,04/12/2020,0,0,0,0
2643,voluminous,卷数多的，大量的，庞大的：great number,0,04/12/2020,0,0,0,0
2644,voluptuous,奢侈逸乐的，沉湎酒色的：enjoyments luxury,0,04/12/2020,0,0,0,0
2645,voracious,有很大食量的，贪吃的：huge appetite；贪婪的，如饥似渴的：insatiable,0,04/12/2020,0,0,0,0
2646,votary,崇拜者，信徒：fervently devoted,0,04/12/2020,0,0,0,0
2647,vouch,担保，声称为真：give a guarantee,0,04/12/2020,0,0,0,0
2648,vulgar,粗俗的，无教养的：crude；口头的，非正式的：suitable for speech,0,04/12/2020,0,0,0,0
2649,vulnerable,易受攻击的，脆弱的：open to attack,0,04/12/2020,0,0,0,0
2650,waddle,摇摇摆摆地走:tilt the body from side to side,0,04/12/2020,0,0,0,0
2651,waffle,胡扯：talk foolishly,0,04/12/2020,0,0,0,0
2652,waft,飘荡，漂浮：float,0,04/12/2020,0,0,0,0
2653,wag,诙谐幽默的人：humorous；摆动：move to and fro or up and down,0,04/12/2020,0,0,0,0
2654,wan,苍白的，病态的：poor health ,0,04/12/2020,0,0,0,0
2655,wanderlust,旅游癖：impulse to travel,0,04/12/2020,0,0,0,0
2656,wane,减少，衰退，降低：decrease,0,04/12/2020,0,0,0,0
2657,want,短缺：lacking；渴望：desire,0,04/12/2020,0,0,0,0
2658,warmonger,好战者：urges war,0,04/12/2020,0,0,0,0
2659,warp,使偏向：turn；扭曲，变形：twist；曲解：alter the meaning ,0,04/12/2020,0,0,0,0
2660,warrant,向...保证质量：assume responsibility for the satisfactory quality；批准，认可：give official acceptance,0,04/12/2020,0,0,0,0
2661,wary,小心的，机警的，谨慎的：caution,0,04/12/2020,0,0,0,0
2662,wastrel,肆意挥霍的人，败家子：expends self-indulgently,0,04/12/2020,0,0,0,0
2663,watershed,重要关头，分水岭：turning point,0,04/12/2020,0,0,0,0
2664,wax,月亮渐满：increase in phase of the moon；用蜡涂、处理或上光：coat；增大，增强：increase ,0,04/12/2020,0,0,0,0
2665,waylay,埋伏，伏击：attack,0,04/12/2020,0,0,0,0
2666,welter,混乱，动乱：disorder,0,04/12/2020,0,0,0,0
2667,wheedle,（用花言巧语）诱惑，哄骗：persuade by flattery,0,04/12/2020,0,0,0,0
2668,whet,磨快：sharpen,0,04/12/2020,0,0,0,0
2669,whiff,微风：slight gust；细微的信号，轻微痕迹：imperceptible sign,0,04/12/2020,0,0,0,0
2670,whimsical,反复无常的：sudden illogical changes,0,04/12/2020,0,0,0,0
2671,wholesome,有益身心健康的：promoting health ,0,04/12/2020,0,0,0,0
2672,wicked,邪恶的：morally bad,0,04/12/2020,0,0,0,0
2673,wince,畏缩：shrink back from pain,0,04/12/2020,0,0,0,0
2674,windbag,健谈的人：talkative,0,04/12/2020,0,0,0,0
2675,windy,冗长的：verbosity,0,04/12/2020,0,0,0,0
2676,winsome,迷人的，漂亮的：pleasing and engaging ,0,04/12/2020,0,0,0,0
2677,wit,机智，智慧：ability to understand；智者，有智慧的人：intelligence,0,04/12/2020,0,0,0,0
2678,withdraw,撤退：take back,0,04/12/2020,0,0,0,0
2679,wither,枯萎，凋谢：become sapless,0,04/12/2020,0,0,0,0
2680,withhold,抑制；扣压，不给予：refrain from giving ,0,04/12/2020,0,0,0,0
2681,wizen,（使）凋谢，（使）枯萎：become wrinkled；凋谢的，枯萎的：dried up,0,04/12/2020,0,0,0,0
2682,wobble,摇晃，颤抖：move or proceed unsteadily；犹豫不决：show uncertainty,0,04/12/2020,0,0,0,0
2683,worldly,世间的，世俗的：rather than spiritual；老练的：experienced,0,04/12/2020,0,0,0,0
2684,worship,崇拜，敬仰：respect；崇拜，膜拜：offer honor or respect,0,04/12/2020,0,0,0,0
2685,wrangle,纷争，争端：differing opinions；争吵：quarrel,0,04/12/2020,0,0,0,0
2686,wretched,极差的：poor in quality；沮丧的：dejected,0,04/12/2020,0,0,0,0
2687,wry,"扭曲的：twisted, bent；坚持错误的：stubborn to wrong",0,04/12/2020,0,0,0,0
2688,xenophobe,仇视（或畏惧）外国人（或外国事物）者：fearful of what is foreign,0,04/12/2020,0,0,0,0
2689,yoke,连接：become joined,0,04/12/2020,0,0,0,0
2690,yokel,乡下人，天真纯朴的人：inhabitant of a rural area,0,04/12/2020,0,0,0,0
2691,zeal,热心，热诚：enthusiastic devotion,0,04/12/2020,0,0,0,0
2692,zealot,狂热者：a fanatical partisan,0,04/12/2020,0,0,0,0
2693,zenith,最高点，巅峰：culminating,0,04/12/2020,0,0,0,0
2694,zesty,刺激的，开胃的：piquant,0,04/12/2020,0,0,0,0
2695,abreast,并排地：in line；熟知的：knowledge of recent developments,0,04/12/2020,0,0,0,0
2696,absent,未出现的，缺乏的：not present；不专心的，走神的：lost in thought,0,04/12/2020,0,0,0,0
2697,acclaim,称赞：public acknowledgment or admiration；赞扬，赞颂：approval,0,04/12/2020,0,0,0,0
2698,accomplish,实现，完成：completion,0,04/12/2020,0,0,0,0
2699,accord,一致：consistency；相符合，相一致：in harmony；授予，给予：to grant or give,0,04/12/2020,0,0,0,0
2700,acknowledge,承认：admit,0,04/12/2020,0,0,0,0
2701,acquire,获取，获得：get as one's own,0,04/12/2020,0,0,0,0
2702,acquisitive,贪婪的：desirous,0,04/12/2020,0,0,0,0
2703,adjudicate,裁决，判定：settle,0,04/12/2020,0,0,0,0
2704,adversity,厄运，逆境：difficulty,0,04/12/2020,0,0,0,0
2705,affectation,"虚伪，做作：not natural, not genuinely felt",0,04/12/2020,0,0,0,0
2706,affirm,声称...为真，肯定...属实：valid or confirmed,0,04/12/2020,0,0,0,0
2707,affix,粘合：attach physically,0,04/12/2020,0,0,0,0
2708,affliction,痛苦，悲伤，折磨：great suffering,0,04/12/2020,0,0,0,0
2709,agape,急切盼望的：eagerly awaiting ,0,04/12/2020,0,0,0,0
2710,agility,"（身手）敏捷：quickness, ease and grace",0,04/12/2020,0,0,0,0
2711,*agonize,折磨，使痛苦：agony；感到痛苦：suffer agony,0,04/12/2020,0,0,0,0
2712,agreeable,令人愉悦的：pleasing to the mind or senses；随和的：easygoing and pleasing manner；相一致：in harmony,0,04/12/2020,0,0,0,0
2713,*alienate,"使...疏远：unfriendly, hostile,indifferent；转让，让渡：convey or transfer",0,04/12/2020,0,0,0,0
2714,alloy,合金；混合物：combing of two or more different things；掺杂，降低...的纯度：debase by the addition,0,04/12/2020,0,0,0,0
2715,ambivalent,（尤指感情、态度）矛盾的：opposing feelings,0,04/12/2020,0,0,0,0
2716,anachronistic,时代错误：chronologically misplaced,0,04/12/2020,0,0,0,0
2717,analogous,相似的，可比较的：in common,0,04/12/2020,0,0,0,0
2718,annex,裙楼，副楼：auxiliary building；添加，合并：join；吞并，夺取（土地等）：incorporate,0,04/12/2020,0,0,0,0
2719,annotate,给...作注解：commentary or explanatory notes,0,04/12/2020,0,0,0,0
2720,antedate,比...早，早于：earlier date,0,04/12/2020,0,0,0,0
2721,antipathy,"厌恶，反感：aversion, dislike；令人反感的事物：objection of aversion",0,04/12/2020,0,0,0,0
2722,antiquated,古老的，过时的：out of style,0,04/12/2020,0,0,0,0
2723,antithetical,完全对立的，相反的：direct and unequivocal opposition,0,04/12/2020,0,0,0,0
2724,apparition,鬼魂，幽灵：ghostly figure,0,04/12/2020,0,0,0,0
2725,applicable,可用的，可行的：put to use；相关的，有光的：having to do with；合适的，恰当的：meeting the requirements,0,04/12/2020,0,0,0,0
2726,apprehensive,"知晓的，理解的：impressed on the mind；恐惧的，害怕的：anxious, fearful",0,04/12/2020,0,0,0,0
2727,arable,适合耕作的：growing of crops,0,04/12/2020,0,0,0,0
2728,arbitrary,专横的，独断专行的：force one's will on others；独裁的，拥有无限权力的：without interference by others；缺乏计划的，随意的：lacking a definite plan,0,04/12/2020,0,0,0,0
2729,arcane,"（语言）晦涩的，隐晦的：veiled, uncertain；深奥的，难以理解的：difficult to understand",0,04/12/2020,0,0,0,0
2730,argument,"争吵，争论：expression of differing opinions；（逻辑上的）论证：from a premise to a conclusion；观点，论点：idea, opinion",0,04/12/2020,0,0,0,0
2731,arid,干燥的：little or no precipitation；无趣的，无聊的：lack of interest,0,04/12/2020,0,0,0,0
2732,array,排列，阵列：arrangement；排列，摆放：arrange or display；装饰，装修：dress or decorate,0,04/12/2020,0,0,0,0
2733,assail,抨击，严厉批评：criticize harshly；攻击，猛攻：violent action against,0,04/12/2020,0,0,0,0
2734,asymmetry,不对称，不均衡：lack of balance,0,04/12/2020,0,0,0,0
2735,atrophy,萎缩，衰退：waste away,0,04/12/2020,0,0,0,0
2736,attest,证实，为...作证：give evidence,0,04/12/2020,0,0,0,0
2737,attune,使协调，使和谐：into harmony,0,04/12/2020,0,0,0,0
2738,august,威严的，严重的：formal and serious or reserved manner；盛大的，令人印象深刻的：large and impressive,0,04/12/2020,0,0,0,0
2739,auspicious,好兆头的：toward a happy outcome,0,04/12/2020,0,0,0,0
2740,austere,朴素的，朴实无华的：simple；严肃的，令人生畏的：stern and cold,0,04/12/2020,0,0,0,0
2741,automatic,（机器等）自动的：independent of external influence；自发的，情不自禁的：spontaneously or unconsciously ,0,04/12/2020,0,0,0,0
2742,avowal,承认，公开宣称：declaration,0,04/12/2020,0,0,0,0
2743,backfire,产生相反的结果，事与愿违：reverse,0,04/12/2020,0,0,0,0
2744,backslide,（情况等）倒退，故态复萌：revert to a worse condition,0,04/12/2020,0,0,0,0
2745,baffle,挫败，阻挠：frustrate or check；使疑惑：mental uncertainty,0,04/12/2020,0,0,0,0
2746,baffling,令人疑惑的，难以理解的：hard to comprehend,0,04/12/2020,0,0,0,0
2747,bash,猛击：forceful blow；攻击，用力击打：strike violently；抨击，严厉批评：criticize harshly,0,04/12/2020,0,0,0,0
2748,bask,休息，悠然自得：lie or relax,0,04/12/2020,0,0,0,0
2749,beholden,欠他人人情的：owing gratitude,0,04/12/2020,0,0,0,0
2750,behoove,"对...有利：necessary, proper, advantageous",0,04/12/2020,0,0,0,0
2751,beige,缺乏特征的：lacking distinction,0,04/12/2020,0,0,0,0
2752,belligerence,好斗，好战：aggressive or truculent,0,04/12/2020,0,0,0,0
2753,belligerent,"好斗的，好战的：assertiveness, hostility, combativeness",0,04/12/2020,0,0,0,0
2754,beset,使苦恼，骚扰：cause persistent suffering；攻击，袭击：set upon,0,04/12/2020,0,0,0,0
2755,bewitching,迷人的，令人着迷的：attract,0,04/12/2020,0,0,0,0
2756,blackmail,敲诈，勒索：extortion of money,0,04/12/2020,0,0,0,0
2757,bluff,"直率的，（说话）直截了当的：direct, brief, potentially rude；欺骗：deceive",0,04/12/2020,0,0,0,0
2758,bogus,"伪造的，假冒的：being such in appearance only；虚伪的，做作的：lacking,  spontaneous quality",0,04/12/2020,0,0,0,0
